#{"t_start": 1774748762.8616533, "env_id": "AstroExploration-v0"}
r,l,t
-991.852406,561,5385.444705
-992.76233,734,5391.004854
-990.369522,1235,5410.185196
-990.052089,881,5416.451262
-964.219357,979,5423.730471
-972.760568,1172,5432.288988
-992.303493,782,5437.845477
-990.611662,1071,5445.730793
-984.855664,778,5451.532809
-969.933711,786,5457.204337
-994.853669,715,5462.558296
-990.525573,1144,5470.939673
-962.110281,1414,5488.730909
-961.017968,861,5494.890414
-977.276043,672,5499.90207
-975.481672,1140,5507.913354
-984.15432,830,5514.104385
-991.956094,984,5521.364736
-991.877285,676,5526.065528
-960.018475,1070,5534.057598
-994.239785,1022,5541.510664
-981.447499,1067,5549.326678
-981.825768,727,5554.539341
-995.826677,456,5564.865754
-990.820324,752,5570.483179
-987.991701,1267,5579.791147
-982.43796,1102,5587.545285
-993.684971,693,5592.872987
-985.834859,846,5599.067265
-990.416893,696,5604.00084
-989.478797,690,5609.298887
-974.476938,1410,5619.640285
-982.334798,593,5623.779834
-984.906616,1052,5631.547175
-975.460817,1608,5650.049717
-987.857509,1438,5660.495376
-982.556901,601,5664.676916
-993.59902,991,5671.903278
-968.327649,1873,5685.474813
-983.574255,1190,5694.29636
-989.431795,1097,5702.44324
-987.817,1351,5712.497371
-987.11845,1363,5727.379191
-981.025798,1030,5735.029112
-988.823012,1136,5743.503998
-971.89328,1213,5752.441114
-988.136273,1270,5761.949699
-978.357347,223,5763.524573
-990.460389,502,5767.0395
-992.976519,1636,5779.359103
-990.816535,918,5785.863889
-979.973424,1067,5793.791704
-988.589698,902,5812.981443
-987.531494,913,5819.673851
-980.76258,1621,5831.409897
-989.163626,829,5837.465694
-981.544017,1360,5847.468682
-977.399161,1006,5854.998159
-964.363571,1489,5865.713466
-982.614105,687,5870.905881
-992.124322,625,5875.563654
-992.290738,1210,6697.843863
-983.512293,1136,6704.892077
-993.726957,491,6707.974113
-982.985955,613,6712.112635
-991.779739,1454,6721.095507
-986.443698,567,6724.227313
-992.893097,575,6727.349777
-988.228391,800,6732.146753
-984.670347,744,6736.844973
-982.988099,1459,6746.176148
-981.492626,1501,6754.830855
-977.503092,1132,6775.849702
-983.588455,3125,6794.048648
-984.303614,1369,6802.92725
-989.366204,607,6806.630751
-982.879851,2339,6820.362017
-986.989369,740,6824.964797
-989.123865,670,6829.442816
-991.701404,781,6840.271435
-980.629673,1495,6848.663637
-986.950129,1171,6855.77545
-981.078558,848,6861.467031
-954.863011,1951,6873.081452
-975.081848,1372,6881.025624
-985.413171,691,6885.516422
-970.826254,2001,6898.179502
